
/bin/ar:     file format elf64-x86-64


Disassembly of section .init:

0000000000002000 <.init>:
    2000:	f3 0f 1e fa          	endbr64 
    274b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002750 <bfd_set_archive_head@plt>:
    2750:	f3 0f 1e fa          	endbr64 
    2754:	f2 ff 25 ed e5 00 00 	bnd jmpq *0xe5ed(%rip)        # 10d48 <bfd_seek@plt+0xe118>
    275b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002760 <filename_cmp@plt>:
    2760:	f3 0f 1e fa          	endbr64 
    2764:	f2 ff 25 e5 e5 00 00 	bnd jmpq *0xe5e5(%rip)        # 10d50 <bfd_seek@plt+0xe120>
    276b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002770 <write@plt>:
    2770:	f3 0f 1e fa          	endbr64 
    2774:	f2 ff 25 dd e5 00 00 	bnd jmpq *0xe5dd(%rip)        # 10d58 <bfd_seek@plt+0xe128>
    277b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002780 <textdomain@plt>:
    2780:	f3 0f 1e fa          	endbr64 
    2784:	f2 ff 25 d5 e5 00 00 	bnd jmpq *0xe5d5(%rip)        # 10d60 <bfd_seek@plt+0xe130>
    278b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002790 <bfd_openr@plt>:
    2790:	f3 0f 1e fa          	endbr64 
    2794:	f2 ff 25 cd e5 00 00 	bnd jmpq *0xe5cd(%rip)        # 10d68 <bfd_seek@plt+0xe138>
    279b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000027a0 <fclose@plt>:
    27a0:	f3 0f 1e fa          	endbr64 
    27a4:	f2 ff 25 c5 e5 00 00 	bnd jmpq *0xe5c5(%rip)        # 10d70 <bfd_seek@plt+0xe140>
    27ab:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000027b0 <ctime@plt>:
    27b0:	f3 0f 1e fa          	endbr64 
    27b4:	f2 ff 25 bd e5 00 00 	bnd jmpq *0xe5bd(%rip)        # 10d78 <bfd_seek@plt+0xe148>
    27bb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000027c0 <bindtextdomain@plt>:
    27c0:	f3 0f 1e fa          	endbr64 
    27c4:	f2 ff 25 b5 e5 00 00 	bnd jmpq *0xe5b5(%rip)        # 10d80 <bfd_seek@plt+0xe150>
    27cb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000027d0 <dcgettext@plt>:
    27d0:	f3 0f 1e fa          	endbr64 
    27d4:	f2 ff 25 ad e5 00 00 	bnd jmpq *0xe5ad(%rip)        # 10d88 <bfd_seek@plt+0xe158>
    27db:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000027e0 <strlen@plt>:
    27e0:	f3 0f 1e fa          	endbr64 
    27e4:	f2 ff 25 a5 e5 00 00 	bnd jmpq *0xe5a5(%rip)        # 10d90 <bfd_seek@plt+0xe160>
    27eb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000027f0 <__lxstat@plt>:
    27f0:	f3 0f 1e fa          	endbr64 
    27f4:	f2 ff 25 9d e5 00 00 	bnd jmpq *0xe59d(%rip)        # 10d98 <bfd_seek@plt+0xe168>
    27fb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002800 <__stack_chk_fail@plt>:
    2800:	f3 0f 1e fa          	endbr64 
    2804:	f2 ff 25 95 e5 00 00 	bnd jmpq *0xe595(%rip)        # 10da0 <bfd_seek@plt+0xe170>
    280b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002810 <getopt_long@plt>:
    2810:	f3 0f 1e fa          	endbr64 
    2814:	f2 ff 25 8d e5 00 00 	bnd jmpq *0xe58d(%rip)        # 10da8 <bfd_seek@plt+0xe178>
    281b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002820 <xrealloc@plt>:
    2820:	f3 0f 1e fa          	endbr64 
    2824:	f2 ff 25 85 e5 00 00 	bnd jmpq *0xe585(%rip)        # 10db0 <bfd_seek@plt+0xe180>
    282b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002830 <strrchr@plt>:
    2830:	f3 0f 1e fa          	endbr64 
    2834:	f2 ff 25 7d e5 00 00 	bnd jmpq *0xe57d(%rip)        # 10db8 <bfd_seek@plt+0xe188>
    283b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002840 <__assert_fail@plt>:
    2840:	f3 0f 1e fa          	endbr64 
    2844:	f2 ff 25 75 e5 00 00 	bnd jmpq *0xe575(%rip)        # 10dc0 <bfd_seek@plt+0xe190>
    284b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002850 <fputs@plt>:
    2850:	f3 0f 1e fa          	endbr64 
    2854:	f2 ff 25 6d e5 00 00 	bnd jmpq *0xe56d(%rip)        # 10dc8 <bfd_seek@plt+0xe198>
    285b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002860 <concat@plt>:
    2860:	f3 0f 1e fa          	endbr64 
    2864:	f2 ff 25 65 e5 00 00 	bnd jmpq *0xe565(%rip)        # 10dd0 <bfd_seek@plt+0xe1a0>
    286b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002870 <bfd_target_list@plt>:
    2870:	f3 0f 1e fa          	endbr64 
    2874:	f2 ff 25 5d e5 00 00 	bnd jmpq *0xe55d(%rip)        # 10dd8 <bfd_seek@plt+0xe1a8>
    287b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002880 <memset@plt>:
    2880:	f3 0f 1e fa          	endbr64 
    2884:	f2 ff 25 55 e5 00 00 	bnd jmpq *0xe555(%rip)        # 10de0 <bfd_seek@plt+0xe1b0>
    288b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002890 <bfd_get_error@plt>:
    2890:	f3 0f 1e fa          	endbr64 
    2894:	f2 ff 25 4d e5 00 00 	bnd jmpq *0xe54d(%rip)        # 10de8 <bfd_seek@plt+0xe1b8>
    289b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000028a0 <xmalloc@plt>:
    28a0:	f3 0f 1e fa          	endbr64 
    28a4:	f2 ff 25 45 e5 00 00 	bnd jmpq *0xe545(%rip)        # 10df0 <bfd_seek@plt+0xe1c0>
    28ab:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000028b0 <bfd_set_error@plt>:
    28b0:	f3 0f 1e fa          	endbr64 
    28b4:	f2 ff 25 3d e5 00 00 	bnd jmpq *0xe53d(%rip)        # 10df8 <bfd_seek@plt+0xe1c8>
    28bb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000028c0 <xmalloc_set_program_name@plt>:
    28c0:	f3 0f 1e fa          	endbr64 
    28c4:	f2 ff 25 35 e5 00 00 	bnd jmpq *0xe535(%rip)        # 10e00 <bfd_seek@plt+0xe1d0>
    28cb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000028d0 <close@plt>:
    28d0:	f3 0f 1e fa          	endbr64 
    28d4:	f2 ff 25 2d e5 00 00 	bnd jmpq *0xe52d(%rip)        # 10e08 <bfd_seek@plt+0xe1d8>
    28db:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000028e0 <xstrdup@plt>:
    28e0:	f3 0f 1e fa          	endbr64 
    28e4:	f2 ff 25 25 e5 00 00 	bnd jmpq *0xe525(%rip)        # 10e10 <bfd_seek@plt+0xe1e0>
    28eb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000028f0 <fputc@plt>:
    28f0:	f3 0f 1e fa          	endbr64 
    28f4:	f2 ff 25 1d e5 00 00 	bnd jmpq *0xe51d(%rip)        # 10e18 <bfd_seek@plt+0xe1e8>
    28fb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002900 <read@plt>:
    2900:	f3 0f 1e fa          	endbr64 
    2904:	f2 ff 25 15 e5 00 00 	bnd jmpq *0xe515(%rip)        # 10e20 <bfd_seek@plt+0xe1f0>
    290b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002910 <bfd_init@plt>:
    2910:	f3 0f 1e fa          	endbr64 
    2914:	f2 ff 25 0d e5 00 00 	bnd jmpq *0xe50d(%rip)        # 10e28 <bfd_seek@plt+0xe1f8>
    291b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002920 <lbasename@plt>:
    2920:	f3 0f 1e fa          	endbr64 
    2924:	f2 ff 25 05 e5 00 00 	bnd jmpq *0xe505(%rip)        # 10e30 <bfd_seek@plt+0xe200>
    292b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002930 <__asprintf_chk@plt>:
    2930:	f3 0f 1e fa          	endbr64 
    2934:	f2 ff 25 fd e4 00 00 	bnd jmpq *0xe4fd(%rip)        # 10e38 <bfd_seek@plt+0xe208>
    293b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002940 <calloc@plt>:
    2940:	f3 0f 1e fa          	endbr64 
    2944:	f2 ff 25 f5 e4 00 00 	bnd jmpq *0xe4f5(%rip)        # 10e40 <bfd_seek@plt+0xe210>
    294b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002950 <strcmp@plt>:
    2950:	f3 0f 1e fa          	endbr64 
    2954:	f2 ff 25 ed e4 00 00 	bnd jmpq *0xe4ed(%rip)        # 10e48 <bfd_seek@plt+0xe218>
    295b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002960 <putc@plt>:
    2960:	f3 0f 1e fa          	endbr64 
    2964:	f2 ff 25 e5 e4 00 00 	bnd jmpq *0xe4e5(%rip)        # 10e50 <bfd_seek@plt+0xe220>
    296b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002970 <bfd_fdopenr@plt>:
    2970:	f3 0f 1e fa          	endbr64 
    2974:	f2 ff 25 dd e4 00 00 	bnd jmpq *0xe4dd(%rip)        # 10e58 <bfd_seek@plt+0xe228>
    297b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002980 <ftell@plt>:
    2980:	f3 0f 1e fa          	endbr64 
    2984:	f2 ff 25 d5 e4 00 00 	bnd jmpq *0xe4d5(%rip)        # 10e60 <bfd_seek@plt+0xe230>
    298b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002990 <bfd_set_format@plt>:
    2990:	f3 0f 1e fa          	endbr64 
    2994:	f2 ff 25 cd e4 00 00 	bnd jmpq *0xe4cd(%rip)        # 10e68 <bfd_seek@plt+0xe238>
    299b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000029a0 <strtol@plt>:
    29a0:	f3 0f 1e fa          	endbr64 
    29a4:	f2 ff 25 c5 e4 00 00 	bnd jmpq *0xe4c5(%rip)        # 10e70 <bfd_seek@plt+0xe240>
    29ab:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000029b0 <clearerr@plt>:
    29b0:	f3 0f 1e fa          	endbr64 
    29b4:	f2 ff 25 bd e4 00 00 	bnd jmpq *0xe4bd(%rip)        # 10e78 <bfd_seek@plt+0xe248>
    29bb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000029c0 <memcpy@plt>:
    29c0:	f3 0f 1e fa          	endbr64 
    29c4:	f2 ff 25 b5 e4 00 00 	bnd jmpq *0xe4b5(%rip)        # 10e80 <bfd_seek@plt+0xe250>
    29cb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000029d0 <bfd_close_all_done@plt>:
    29d0:	f3 0f 1e fa          	endbr64 
    29d4:	f2 ff 25 ad e4 00 00 	bnd jmpq *0xe4ad(%rip)        # 10e88 <bfd_seek@plt+0xe258>
    29db:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000029e0 <fileno@plt>:
    29e0:	f3 0f 1e fa          	endbr64 
    29e4:	f2 ff 25 a5 e4 00 00 	bnd jmpq *0xe4a5(%rip)        # 10e90 <bfd_seek@plt+0xe260>
    29eb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

00000000000029f0 <bfd_plugin_set_program_name@plt>:
    29f0:	f3 0f 1e fa          	endbr64 
    29f4:	f2 ff 25 9d e4 00 00 	bnd jmpq *0xe49d(%rip)        # 10e98 <bfd_seek@plt+0xe268>
    29fb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002a00 <__xstat@plt>:
    2a00:	f3 0f 1e fa          	endbr64 
    2a04:	f2 ff 25 95 e4 00 00 	bnd jmpq *0xe495(%rip)        # 10ea0 <bfd_seek@plt+0xe270>
    2a0b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002a10 <bfd_printable_arch_mach@plt>:
    2a10:	f3 0f 1e fa          	endbr64 
    2a14:	f2 ff 25 8d e4 00 00 	bnd jmpq *0xe48d(%rip)        # 10ea8 <bfd_seek@plt+0xe278>
    2a1b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002a20 <malloc@plt>:
    2a20:	f3 0f 1e fa          	endbr64 
    2a24:	f2 ff 25 85 e4 00 00 	bnd jmpq *0xe485(%rip)        # 10eb0 <bfd_seek@plt+0xe280>
    2a2b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002a30 <fflush@plt>:
    2a30:	f3 0f 1e fa          	endbr64 
    2a34:	f2 ff 25 7d e4 00 00 	bnd jmpq *0xe47d(%rip)        # 10eb8 <bfd_seek@plt+0xe288>
    2a3b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002a40 <unlink_if_ordinary@plt>:
    2a40:	f3 0f 1e fa          	endbr64 
    2a44:	f2 ff 25 75 e4 00 00 	bnd jmpq *0xe475(%rip)        # 10ec0 <bfd_seek@plt+0xe290>
    2a4b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002a50 <bfd_iterate_over_targets@plt>:
    2a50:	f3 0f 1e fa          	endbr64 
    2a54:	f2 ff 25 6d e4 00 00 	bnd jmpq *0xe46d(%rip)        # 10ec8 <bfd_seek@plt+0xe298>
    2a5b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002a60 <mkstemp@plt>:
    2a60:	f3 0f 1e fa          	endbr64 
    2a64:	f2 ff 25 65 e4 00 00 	bnd jmpq *0xe465(%rip)        # 10ed0 <bfd_seek@plt+0xe2a0>
    2a6b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002a70 <fseek@plt>:
    2a70:	f3 0f 1e fa          	endbr64 
    2a74:	f2 ff 25 5d e4 00 00 	bnd jmpq *0xe45d(%rip)        # 10ed8 <bfd_seek@plt+0xe2a8>
    2a7b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002a80 <chown@plt>:
    2a80:	f3 0f 1e fa          	endbr64 
    2a84:	f2 ff 25 55 e4 00 00 	bnd jmpq *0xe455(%rip)        # 10ee0 <bfd_seek@plt+0xe2b0>
    2a8b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002a90 <realloc@plt>:
    2a90:	f3 0f 1e fa          	endbr64 
    2a94:	f2 ff 25 4d e4 00 00 	bnd jmpq *0xe44d(%rip)        # 10ee8 <bfd_seek@plt+0xe2b8>
    2a9b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002aa0 <mkdtemp@plt>:
    2aa0:	f3 0f 1e fa          	endbr64 
    2aa4:	f2 ff 25 45 e4 00 00 	bnd jmpq *0xe445(%rip)        # 10ef0 <bfd_seek@plt+0xe2c0>
    2aab:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002ab0 <setlocale@plt>:
    2ab0:	f3 0f 1e fa          	endbr64 
    2ab4:	f2 ff 25 3d e4 00 00 	bnd jmpq *0xe43d(%rip)        # 10ef8 <bfd_seek@plt+0xe2c8>
    2abb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002ac0 <bfd_openw@plt>:
    2ac0:	f3 0f 1e fa          	endbr64 
    2ac4:	f2 ff 25 35 e4 00 00 	bnd jmpq *0xe435(%rip)        # 10f00 <bfd_seek@plt+0xe2d0>
    2acb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002ad0 <__printf_chk@plt>:
    2ad0:	f3 0f 1e fa          	endbr64 
    2ad4:	f2 ff 25 2d e4 00 00 	bnd jmpq *0xe42d(%rip)        # 10f08 <bfd_seek@plt+0xe2d8>
    2adb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002ae0 <chmod@plt>:
    2ae0:	f3 0f 1e fa          	endbr64 
    2ae4:	f2 ff 25 25 e4 00 00 	bnd jmpq *0xe425(%rip)        # 10f10 <bfd_seek@plt+0xe2e0>
    2aeb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002af0 <bfd_set_error_program_name@plt>:
    2af0:	f3 0f 1e fa          	endbr64 
    2af4:	f2 ff 25 1d e4 00 00 	bnd jmpq *0xe41d(%rip)        # 10f18 <bfd_seek@plt+0xe2e8>
    2afb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002b00 <memmove@plt>:
    2b00:	f3 0f 1e fa          	endbr64 
    2b04:	f2 ff 25 15 e4 00 00 	bnd jmpq *0xe415(%rip)        # 10f20 <bfd_seek@plt+0xe2f0>
    2b0b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002b10 <open@plt>:
    2b10:	f3 0f 1e fa          	endbr64 
    2b14:	f2 ff 25 0d e4 00 00 	bnd jmpq *0xe40d(%rip)        # 10f28 <bfd_seek@plt+0xe2f8>
    2b1b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002b20 <access@plt>:
    2b20:	f3 0f 1e fa          	endbr64 
    2b24:	f2 ff 25 05 e4 00 00 	bnd jmpq *0xe405(%rip)        # 10f30 <bfd_seek@plt+0xe300>
    2b2b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002b30 <fopen@plt>:
    2b30:	f3 0f 1e fa          	endbr64 
    2b34:	f2 ff 25 fd e3 00 00 	bnd jmpq *0xe3fd(%rip)        # 10f38 <bfd_seek@plt+0xe308>
    2b3b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002b40 <xexit@plt>:
    2b40:	f3 0f 1e fa          	endbr64 
    2b44:	f2 ff 25 f5 e3 00 00 	bnd jmpq *0xe3f5(%rip)        # 10f40 <bfd_seek@plt+0xe310>
    2b4b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002b50 <bfd_close@plt>:
    2b50:	f3 0f 1e fa          	endbr64 
    2b54:	f2 ff 25 ed e3 00 00 	bnd jmpq *0xe3ed(%rip)        # 10f48 <bfd_seek@plt+0xe318>
    2b5b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002b60 <perror@plt>:
    2b60:	f3 0f 1e fa          	endbr64 
    2b64:	f2 ff 25 e5 e3 00 00 	bnd jmpq *0xe3e5(%rip)        # 10f50 <bfd_seek@plt+0xe320>
    2b6b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002b70 <rename@plt>:
    2b70:	f3 0f 1e fa          	endbr64 
    2b74:	f2 ff 25 dd e3 00 00 	bnd jmpq *0xe3dd(%rip)        # 10f58 <bfd_seek@plt+0xe328>
    2b7b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002b80 <bfd_check_format_matches@plt>:
    2b80:	f3 0f 1e fa          	endbr64 
    2b84:	f2 ff 25 d5 e3 00 00 	bnd jmpq *0xe3d5(%rip)        # 10f60 <bfd_seek@plt+0xe330>
    2b8b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002b90 <bfd_errmsg@plt>:
    2b90:	f3 0f 1e fa          	endbr64 
    2b94:	f2 ff 25 cd e3 00 00 	bnd jmpq *0xe3cd(%rip)        # 10f68 <bfd_seek@plt+0xe338>
    2b9b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002ba0 <exit@plt>:
    2ba0:	f3 0f 1e fa          	endbr64 
    2ba4:	f2 ff 25 c5 e3 00 00 	bnd jmpq *0xe3c5(%rip)        # 10f70 <bfd_seek@plt+0xe340>
    2bab:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002bb0 <fwrite@plt>:
    2bb0:	f3 0f 1e fa          	endbr64 
    2bb4:	f2 ff 25 bd e3 00 00 	bnd jmpq *0xe3bd(%rip)        # 10f78 <bfd_seek@plt+0xe348>
    2bbb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002bc0 <__fprintf_chk@plt>:
    2bc0:	f3 0f 1e fa          	endbr64 
    2bc4:	f2 ff 25 b5 e3 00 00 	bnd jmpq *0xe3b5(%rip)        # 10f80 <bfd_seek@plt+0xe350>
    2bcb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002bd0 <bfd_check_format@plt>:
    2bd0:	f3 0f 1e fa          	endbr64 
    2bd4:	f2 ff 25 ad e3 00 00 	bnd jmpq *0xe3ad(%rip)        # 10f88 <bfd_seek@plt+0xe358>
    2bdb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002be0 <bfd_openr_next_archived_file@plt>:
    2be0:	f3 0f 1e fa          	endbr64 
    2be4:	f2 ff 25 a5 e3 00 00 	bnd jmpq *0xe3a5(%rip)        # 10f90 <bfd_seek@plt+0xe360>
    2beb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002bf0 <bfd_bread@plt>:
    2bf0:	f3 0f 1e fa          	endbr64 
    2bf4:	f2 ff 25 9d e3 00 00 	bnd jmpq *0xe39d(%rip)        # 10f98 <bfd_seek@plt+0xe368>
    2bfb:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002c00 <strerror@plt>:
    2c00:	f3 0f 1e fa          	endbr64 
    2c04:	f2 ff 25 95 e3 00 00 	bnd jmpq *0xe395(%rip)        # 10fa0 <bfd_seek@plt+0xe370>
    2c0b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002c10 <getc@plt>:
    2c10:	f3 0f 1e fa          	endbr64 
    2c14:	f2 ff 25 8d e3 00 00 	bnd jmpq *0xe38d(%rip)        # 10fa8 <bfd_seek@plt+0xe378>
    2c1b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002c20 <__sprintf_chk@plt>:
    2c20:	f3 0f 1e fa          	endbr64 
    2c24:	f2 ff 25 85 e3 00 00 	bnd jmpq *0xe385(%rip)        # 10fb0 <bfd_seek@plt+0xe380>
    2c2b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

0000000000002c30 <bfd_seek@plt>:
    2c30:	f3 0f 1e fa          	endbr64 
    2c34:	f2 ff 25 7d e3 00 00 	bnd jmpq *0xe37d(%rip)        # 10fb8 <bfd_seek@plt+0xe388>
    2c3b:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)

Disassembly of section .text:

0000000000002c40 <.text>:
    2c40:	e8 6b fa ff ff       	callq  26b0 <abort@plt>
    2c45:	66 2e 0f 1f 84 00 00 	nopw   %cs:0x0(%rax,%rax,1)
    2c4c:	00 00 00 
    2c4f:	90                   	nop
    2c50:	f3 0f 1e fa          	endbr64 
    2c54:	41 57                	push   %r15
    2c56:	41 56                	push   %r14
    2c58:	41 55                	push   %r13
    2c5a:	41 54                	push   %r12
    2c5c:	55                   	push   %rbp
    2c5d:	53                   	push   %rbx
    2c5e:	48 83 ec 58          	sub    $0x58,%rsp
    2c62:	89 7c 24 2c          	mov    %edi,0x2c(%rsp)
    2c66:	bf 05 00 00 00       	mov    $0x5,%edi
    2c6b:	48 89 74 24 20       	mov    %rsi,0x20(%rsp)
    2c70:	48 8d 35 cc 93 00 00 	lea    0x93cc(%rip),%rsi        # c043 <bfd_seek@plt+0x9413>
    2c77:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
    2c7e:	00 00 
    2c80:	48 89 44 24 48       	mov    %rax,0x48(%rsp)
    2c85:	31 c0                	xor    %eax,%eax
    2c87:	e8 24 fe ff ff       	callq  2ab0 <setlocale@plt>
    2c8c:	48 8d 35 b0 93 00 00 	lea    0x93b0(%rip),%rsi        # c043 <bfd_seek@plt+0x9413>
    2c93:	31 ff                	xor    %edi,%edi
    2c95:	e8 16 fe ff ff       	callq  2ab0 <setlocale@plt>
    2c9a:	48 8d 35 bf 94 00 00 	lea    0x94bf(%rip),%rsi        # c160 <bfd_seek@plt+0x9530>
    2ca1:	48 8d 3d ca 94 00 00 	lea    0x94ca(%rip),%rdi        # c172 <bfd_seek@plt+0x9542>
    2ca8:	e8 13 fb ff ff       	callq  27c0 <bindtextdomain@plt>
    2cad:	48 8d 3d be 94 00 00 	lea    0x94be(%rip),%rdi        # c172 <bfd_seek@plt+0x9542>
    2cb4:	e8 c7 fa ff ff       	callq  2780 <textdomain@plt>
    2cb9:	48 8b 44 24 20       	mov    0x20(%rsp),%rax
    2cbe:	48 8b 38             	mov    (%rax),%rdi
    2cc1:	48 89 3d e8 e6 00 00 	mov    %rdi,0xe6e8(%rip)        # 113b0 <stderr@@GLIBC_2.2.5+0x250>
    2cc8:	e8 f3 fb ff ff       	callq  28c0 <xmalloc_set_program_name@plt>
    2ccd:	48 8b 3d dc e6 00 00 	mov    0xe6dc(%rip),%rdi        # 113b0 <stderr@@GLIBC_2.2.5+0x250>
    2cd4:	e8 17 fe ff ff       	callq  2af0 <bfd_set_error_program_name@plt>
    2cd9:	48 8b 3d d0 e6 00 00 	mov    0xe6d0(%rip),%rdi        # 113b0 <stderr@@GLIBC_2.2.5+0x250>
    2ce0:	e8 0b fd ff ff       	callq  29f0 <bfd_plugin_set_program_name@plt>
    2ce5:	48 8d 74 24 20       	lea    0x20(%rsp),%rsi
    2cea:	48 8d 7c 24 2c       	lea    0x2c(%rsp),%rdi
    2cef:	e8 dc 6c 00 00       	callq  99d0 <bfd_seek@plt+0x6da0>
    2cf4:	8b 0d 46 e5 00 00    	mov    0xe546(%rip),%ecx        # 11240 <stderr@@GLIBC_2.2.5+0xe0>
    2cfa:	85 c9                	test   %ecx,%ecx
    2cfc:	0f 88 59 03 00 00    	js     305b <bfd_seek@plt+0x42b>
    2d02:	e8 09 fc ff ff       	callq  2910 <bfd_init@plt>
    2d07:	ba 05 00 00 00       	mov    $0x5,%edx
    2d0c:	48 8d 35 1d 9f 00 00 	lea    0x9f1d(%rip),%rsi        # cc30 <bfd_seek@plt+0xa000>
    2d13:	3d 18 01 00 00       	cmp    $0x118,%eax
    2d18:	74 11                	je     2d2b <bfd_seek@plt+0xfb>
    2d1a:	31 ff                	xor    %edi,%edi
    2d1c:	e8 af fa ff ff       	callq  27d0 <dcgettext@plt>
    2d21:	48 89 c7             	mov    %rax,%rdi
    2d24:	31 c0                	xor    %eax,%eax
    2d26:	e8 05 57 00 00       	callq  8430 <bfd_seek@plt+0x5800>
    2d2b:	e8 70 58 00 00       	callq  85a0 <bfd_seek@plt+0x5970>
